Date,Account,Transaction Type,Category,Sub-Category,Quickbooks Category,Description, Amount ,Status,Notes,Ben Review
10/15/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Loan Repayment,Loan Repayment,ORIG CO NAME:SBA LOAN ORIG ID:7300000104 DESC DATE:251014 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:041036049965412 EED:251015 IND ID:0000 IND NAME:THE WINSLOW ACH TRANSACTION TRN: 2879965412TC,($800.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/15/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Food Expense,ORIG CO NAME:WOOLCO FOODS ORIG ID:2331201470 DESC DATE: CO ENTRY DESCR:BANK SWEEPSEC:WEB TRACE#:104000019965414 EED:251015 IND ID:FT399854198 IND NAME:WINSLOW PUB & RESTAURA TRN: 2879965414TC,"($1,937.89)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/15/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:MS Walker ORIG ID:1041941600 DESC DATE:251014 CO ENTRY DESCR:WEB PAY SEC:CCD TRACE#:011500129965416 EED:251015 IND ID:MSWalker IND NAME:243 E 14TH CAFE INC (617) 4401764 TRN: 2879965416TC,"($4,043.00)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/16/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251015 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500124337060 EED:251016 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2884337060TC,"$3,492.30 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/17/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251016 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500126881379 EED:251017 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2906881379TC,"$2,340.41 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/17/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Marketing/Advertising,Marketing/Advertising,ORIG CO NAME:Seated - New Gue ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:Seated- DiSEC:WEB TRACE#:091000010985669 EED:251017 IND ID:ST-T7J8P5J6T2N1 IND NAME:THE WINSLOW TRN: 2890985669TC,($253.80),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/17/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Payroll Fees,ADP - Payroll Fees,ORIG CO NAME:ADP PAYROLL FEES ORIG ID:9659605001 DESC DATE:251017 CO ENTRY DESCR:ADP FEES SEC:CCD TRACE#:021000026974351 EED:251017 IND ID:929939783644 IND NAME:702521629243 E 14TH CA 550374703 TRN: 2906974351TC,($74.25),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/18/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251017 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500120822383 EED:251020 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2900822383TC,"$6,320.97 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/18/25,Winslow - Checking *2917,Electronic Withdrawal,Taxes,Taxes & Licenses,Taxes & Licenses,ORIG CO NAME:NYS DTF SALES ORIG ID:O146013200 DESC DATE: CO ENTRY DESCR:Tax PaymntSEC:CCD TRACE#:091000011984764 EED:251020 IND ID:000000134231173 IND NAME:SW2506197625 TRN: 2901984764TC,"($12,883.13)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/19/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to RODNEY 26651026387,($150.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/19/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to Alex Miller 26651007451,($150.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/19/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to Nav 26649175406,($700.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/20/25,Winslow - Checking *2917,Check,Cost of Goods Sold,Uncategorized Expense,,CHECK # 13214,($728.98),Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,We can link this to invoice from QB
10/20/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251019 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128792507 EED:251020 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2938792507TC,"$13,169.14 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/20/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251019 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128792505 EED:251020 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2938792505TC,"$8,391.83 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/20/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Internet/Phone/TV,ORIG CO NAME:VERIZON WIRELESS ORIG ID:7223344794 DESC DATE:251020 CO ENTRY DESCR:PAYMENTS SEC:PPD TRACE#:021000021567671 EED:251020 IND ID:078631313300001 IND NAME:0000000078631313300001 TRN: 2931567671TC,($245.87),Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/21/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251020 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500122032361 EED:251021 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2932032361TC,"$4,227.27 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/21/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Wage Pay,ADP - Wage Pay,ORIG CO NAME:ADP WAGE PAY ORIG ID:9333006057 DESC DATE:251021 CO ENTRY DESCR:WAGE PAY SEC:CCD TRACE#:021000022217243 EED:251021 IND ID:928139600254GJO IND NAME:243 E 14TH CAFE INC TH 323298036 TRN: 2942217243TC,"($12,643.97)",Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/21/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Tax,ADP - Tax,ORIG CO NAME:ADP Tax ORIG ID:1223006057 DESC DATE:251021 CO ENTRY DESCR:ADP Tax SEC:CCD TRACE#:021000024397840 EED:251021 IND ID:LUGJO 102241A01 IND NAME:243 E 14TH CAFE INC AA TRN: 2944397840TC,"($5,121.32)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/21/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Utilities,Utilities,ORIG CO NAME:CON ED OF NY ORIG ID:2462467002 DESC DATE:251017 CO ENTRY DESCR:CECONY SEC:CCD TRACE#:021000023220564 EED:251021 IND ID:13883400007 IND NAME:243 E14 CAFE INC. TRN: 2933220564TC,"($4,262.25)",Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/22/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251021 CO ENTRY DESCR:CHG BACKS SEC:CCD TRACE#:011500122807793 EED:251022 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2942807793TC,$120.43 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/22/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251021 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500122807791 EED:251022 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2942807791TC,"$3,216.90 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/22/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Pay-by-Pay,ADP - Pay-by-Pay,ORIG CO NAME:ADP PAY-BY-PAY ORIG ID:9555555505 DESC DATE:251022 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD TRACE#:021000023894040 EED:251022 IND ID:928139600255GJO IND NAME:243 E 14TH CAFE INC TH 304287687 TRN: 2943894040TC,($147.51),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/23/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251022 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128024571 EED:251023 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2958024571TC,"$2,865.19 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/23/25,Winslow - Checking *2917,Electronic Withdrawal,Fixed Expense,Insurance,Insurance,ORIG CO NAME:FAIRMONT INSURAN ORIG ID:9120735001 DESC DATE:251023 CO ENTRY DESCR:CORP COLL SEC:CCD TRACE#:021000029038716 EED:251023 IND ID:63601 IND NAME:243 E 14 C TRN: 2959038716TC,"($4,514.30)",Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/24/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251023 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500123494746 EED:251024 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2963494746TC,"$2,787.24 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/24/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Internet/Phone/TV,ORIG CO NAME:T-MOBILE ORIG ID:0000450304 DESC DATE:251024 CO ENTRY DESCR:PCS SVC SEC:WEB TRACE#:021000023744475 EED:251024 IND ID:6860041 IND NAME:MARK TAFOYA 800-937-8997 TRN: 2973744475TC,($181.39),Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/24/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Payroll Fees,ADP - Payroll Fees,ORIG CO NAME:ADP PAYROLL FEES ORIG ID:9659605001 DESC DATE:251024 CO ENTRY DESCR:ADP FEES SEC:CCD TRACE#:021000023744473 EED:251024 IND ID:462579326419 IND NAME:702853370243 E 14TH CA 550374703 TRN: 2973744473TC,($81.93),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/24/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Uncategorized Expense,Uncategorized Expense,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251023 CO ENTRY DESCR:CHG BACKS SEC:CCD TRACE#:011500124772886 EED:251024 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2964772886TC,($180.00),Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,
10/24/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Marketing/Advertising,Marketing/Advertising,ORIG CO NAME:Seated - New Gue ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:Seated- DiSEC:WEB TRACE#:091000014772884 EED:251024 IND ID:ST-M3X3W4L6S0S5 IND NAME:THE WINSLOW TRN: 2964772884TC,($269.76),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/25/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251024 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500125197783 EED:251027 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2975197783TC,"$5,269.77 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/26/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to BRIAN 26730437933,($150.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/26/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to Nav 26727259271,($700.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/26/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to Tanner JPM99bsefcwu,($150.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/27/25,Winslow - Checking *2917,Check,Fixed Expense,Rent/Lease,Rent/Lease,CHECK # 13216,"($22,000.00)",Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/27/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$300.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/27/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$150.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/27/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$630.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/27/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251026 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128716332 EED:251027 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3008716332TC,"$15,848.43 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/27/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251026 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128716334 EED:251027 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3008716334TC,"$10,854.13 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/27/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$200.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/27/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:ANHEUSER BUSCH N ORIG ID:9431510617 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303618232332 EED:251027 IND ID:N185610/26/25 IND NAME:THE WINSLOW 200134 TRN: 3008232332TC,($656.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/27/25,Winslow - Checking *2917,Electronic Withdrawal,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$150.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/27/25,Winslow - Checking *2917,Electronic Withdrawal,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$150.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/28/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251027 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500125184797 EED:251028 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3005184797TC,"$6,668.74 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:SGWS of NYC ORIG ID:0008235758 DESC DATE:251027 CO ENTRY DESCR:3056254171SEC:WEB TRACE#:021000026469180 EED:251028 IND ID: IND NAME:Mark Tafoya 2643137456211 TRN: 3006469180TC,"($1,653.71)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Marketing/Advertising,Marketing/Advertising,ORIG CO NAME:DINOVA INC MAIN ORIG ID:9892061001 DESC DATE:251028 CO ENTRY DESCR:PAYMENT SEC:PPD TRACE#:021000026469174 EED:251028 IND ID:34135 IND NAME:THE WINSLOW GIN HOUSE TRN: 3006469174TC,($40.32),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:EMPIRE MERCHANTS ORIG ID:8263863381 DESC DATE: CO ENTRY DESCR:J2689 RCURSEC:CCD TRACE#:111000028712329 EED:251028 IND ID:CZ10000KABL5C IND NAME:243 E 14TH CAFE INC TRN*1*CZ10000KABL5C\RMR*IK*EMPIRE M ERCHANTS NY\ TRN: 3018712329TC,"($1,626.54)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:UNION BEER DISTR ORIG ID:9113310559 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303616469182 EED:251028 IND ID:FMTHI10/26/25 IND NAME:THE WINSLOW 346686 TRN: 3006469182TC,"($1,274.33)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Repairs & Maintenance,Repairs & Maintenance,ORIG CO NAME:MR T CARTING COR ORIG ID:1112837920 DESC DATE:102725 CO ENTRY DESCR:BT1027 SEC:CCD TRACE#:021201386469172 EED:251028 IND ID:000000338924002 IND NAME:243 E 14th cafe inc. MR TRN: 3006469172TC,"($1,000.39)",Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Food Expense,ORIG CO NAME:WOOLCO FOODS ORIG ID:2331201470 DESC DATE: CO ENTRY DESCR:BANK SWEEPSEC:WEB TRACE#:104000016469176 EED:251028 IND ID:FT401496388 IND NAME:WINSLOW PUB & RESTAURA TRN: 3006469176TC,"($2,335.63)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Tax,ADP - Tax,ORIG CO NAME:ADP Tax ORIG ID:1223006057 DESC DATE:251028 CO ENTRY DESCR:ADP Tax SEC:CCD TRACE#:021000022109369 EED:251028 IND ID:LUGJO 102942A01 IND NAME:243 E 14TH CAFE INC AA TRN: 3012109369TC,"($5,682.64)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Food Expense,ORIG CO NAME:Baldor specialty ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:Baldor speSEC:WEB TRACE#:091000016469178 EED:251028 IND ID:ST-J8K1N9R5S4X5 IND NAME:THE WINSLOW TRN: 3006469178TC,"($2,226.63)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:Manhattan Beer D ORIG ID:1139118000 DESC DATE: CO ENTRY DESCR:Manhattan SEC:CCD TRACE#:021000028712327 EED:251028 IND ID:FT401496236 IND NAME:243 E. 14th cafe incTh TRN: 3018712327TC,"($2,521.60)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:RedBull US EIPP ORIG ID:3300480328 DESC DATE:102725 CO ENTRY DESCR:VENDOR PMTSEC:CCD TRACE#:091000016469170 EED:251028 IND ID:8PYZB29NFD IND NAME:Mark Tafoya TRN: 3006469170TC,($86.40),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/28/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Wage Pay,ADP - Wage Pay,ORIG CO NAME:ADP WAGE PAY ORIG ID:9333006057 DESC DATE:251028 CO ENTRY DESCR:WAGE PAY SEC:CCD TRACE#:021000020069239 EED:251028 IND ID:929839660244GJO IND NAME:243 E 14TH CAFE INC TH 323298036 TRN: 3010069239TC,"($13,656.70)",Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/29/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251028 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500120130108 EED:251029 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3010130108TC,"$2,446.86 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/29/25,Winslow - Checking *2917,Electronic Withdrawal,Fixed Expense,Professional Services,Professional Services,ORIG CO NAME:MANGAN & MANGAN ORIG ID:9215986202 DESC DATE:251029 CO ENTRY DESCR:SALE SEC:CCD TRACE#:021000021154965 EED:251029 IND ID: IND NAME:243 E 14 CAFE INC TRN: 3011154965TC,($750.00),Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/29/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Pay-by-Pay,ADP - Pay-by-Pay,ORIG CO NAME:ADP PAY-BY-PAY ORIG ID:9555555505 DESC DATE:251029 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD TRACE#:021000021154963 EED:251029 IND ID:929839660245GJO IND NAME:243 E 14TH CAFE INC TH 304287687 TRN: 3011154963TC,($149.29),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/30/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251029 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500125157382 EED:251030 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3025157382TC,"$4,785.08 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/31/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$280.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/31/25,Winslow - Checking *2917,Electronic Withdrawal,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251030 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500121300631 EED:251031 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3031300631TC,"$3,468.64 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/31/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Payroll Fees,ADP - Payroll Fees,ORIG CO NAME:ADP PAYROLL FEES ORIG ID:9659605001 DESC DATE:251031 CO ENTRY DESCR:ADP FEES SEC:CCD TRACE#:021000029149004 EED:251031 IND ID:430066878175 IND NAME:703615082243 E 14TH CA 550374703 TRN: 3049149004TC,($74.25),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/31/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Marketing/Advertising,Marketing/Advertising,ORIG CO NAME:Seated - New Gue ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:Seated- DiSEC:WEB TRACE#:091000012851358 EED:251031 IND ID:ST-C6Z7B2R6X1I0 IND NAME:THE WINSLOW TRN: 3032851358TC,($111.78),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/31/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Bank Charges & Fees,Not Included,CHECKSFORLESS.COM,($137.14),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/31/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/31/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,Spectrum,($229.97),Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/27/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/27/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,EXTRA SPACE 0331,($209.32),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/26/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,Amazon.com*N40XU3B00,($5.77),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/25/25,Winslow - CC *8053,Electronic Withdrawal,Cost of Goods Sold,Supplies & Packaging Expense,Not Included,THE WEBSTAURANT STORE INC,"($1,215.06)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/25/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,Spotify USA,($11.99),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/25/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/25/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Other Expense,Not Included,THE WINSLOW,($32.54),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/20/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*NU1E46BQ0,($6.18),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/18/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/17/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Marketing/Advertising,Not Included,AMAZON MKTPL*NU8LZ2T90,($83.28),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/16/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,Peacock AFC3F Premium,($169.99),Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/14/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Internet/Phone/TV,Not Included,SPI*DIRECTV SERVICE,($499.99),Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/13/25,Winslow - CC *8053,Electronic Withdrawal,Other Expense,Parking,Not Included,NYCDOT PARKING METERS,($13.25),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
